200 50 4 
1.515000 0.000000 0.000000 
1.386015 1.570796 0.238865 
1.380744 -3.141593 -0.077889 
1.441200 -1.570796 -0.201169 
1.487690 0.000000 0.127317 
1.383354 1.570796 0.166630 
1.383367 3.141593 -0.177050 
1.492519 -1.570796 -0.115140 
1.434457 0.000000 0.208165 
1.380625 1.570796 0.064187 
1.388569 -3.141593 -0.240589 
1.514970 -1.570796 0.013268 
1.383258 -0.000000 0.237527 
1.380466 1.570796 -0.092635 
1.448333 -3.141593 -0.194304 
1.482128 -1.570796 0.141357 
1.382509 0.000000 0.155946 
1.382445 1.570796 -0.191334 
1.498523 -3.141593 -0.099578 
1.425266 -1.570796 0.217856 
1.380221 0.000000 0.045140 
1.392632 1.570796 -0.241987 
1.514330 -3.141593 0.031214 
1.380138 -1.570796 0.234703 
1.379804 -0.000000 -0.111931 
1.457745 1.570796 -0.184971 
1.473959 -3.141593 0.160062 
1.380786 -1.570796 0.141713 
1.380299 0.000000 -0.212189 
1.506561 1.570796 -0.074565 
1.411075 -3.141593 0.231156 
1.379893 -1.570796 0.012042 
1.402293 0.000000 -0.237903 
1.510766 1.570796 0.057156 
1.379145 -3.141593 0.223936 
1.379858 -1.570796 -0.132037 
1.468321 0.000000 -0.170827 
1.463677 1.570796 0.177902 
1.379583 -3.141593 0.123564 
1.379049 -1.570796 -0.230392 
1.512962 0.000000 -0.044490 
1.396919 1.570796 0.240978 
1.379989 -3.141593 -0.029065 
1.418055 -1.570796 -0.224949 
1.502793 0.000000 0.087209 
1.381380 1.570796 0.202180 
1.381632 -3.141593 -0.148687 
1.478025 -1.570796 -0.151170 
1.453199 -0.000000 0.189652 
1.380117 1.570796 0.102703 
1.381490 -3.141593 -0.236471 
1.514801 -1.570796 -0.022252 
1.390393 0.000000 0.241624 
1.380417 1.570796 -0.054992 
1.429943 -3.141593 -0.213001 
1.495548 -1.570796 0.107493 
1.382990 0.000000 0.184114 
1.382993 1.570796 -0.161131 
1.484898 -3.141593 -0.134460 
1.444862 -1.570796 0.197630 
1.380636 0.000000 0.085460 
1.384574 1.570796 -0.238206 
1.515016 -3.141593 -0.006833 
1.387311 -1.570796 0.239781 
1.380712 0.000000 -0.070812 
1.437716 1.570796 -0.204754 
1.490233 3.141593 0.120926 
1.383443 -1.570796 0.171994 
1.383442 0.000000 -0.171358 
1.489938 1.570796 -0.121668 
1.438127 -3.141593 0.204326 
1.380719 -1.570796 0.071647 
1.387156 0.000000 -0.239674 
1.515017 1.570796 0.006022 
1.384744 3.141593 0.238285 
1.380653 -1.570796 -0.084556 
1.444425 0.000000 -0.198049 
1.485238 1.570796 0.133598 
1.383045 -3.141593 0.161785 
1.383047 -1.570796 -0.183237 
1.495179 0.000000 -0.108443 
1.430506 1.570796 0.212405 
1.380443 -3.141593 0.056152 
1.390149 -1.570796 -0.241528 
1.514836 0.000000 0.021148 
1.381688 1.570796 0.236633 
1.380160 -3.141593 -0.101502 
1.452614 -1.570796 -0.190226 
1.478532 0.000000 0.150001 
1.381741 1.570796 0.149568 
1.381517 3.141593 -0.200870 
1.502288 -1.570796 -0.088764 
1.418944 0.000000 0.224111 
1.380009 1.570796 0.031120 
1.396326 -3.141593 -0.241222 
1.513179 -1.570796 0.042885 
1.379111 -0.000000 0.231047 
1.379583 1.570796 -0.122318 
1.463023 -3.141593 -0.178770 
1.468960 -1.570796 0.169719 
1.379936 0.000000 0.133156 
1.379231 1.570796 -0.222792 
1.510367 -3.141593 -0.059058 
1.403189 -1.570796 0.237288 
1.379887 0.000000 -0.009411 
1.410053 1.570796 -0.232008 
1.507082 3.141593 0.072646 
1.380145 -1.570796 0.213609 
1.380666 0.000000 -0.140673 
1.473348 1.570796 -0.161325 
1.458407 -3.141593 0.184250 
1.379764 -1.570796 0.113259 
1.379970 0.000000 -0.234362 
1.514230 1.570796 -0.032584 
1.393015 -3.141593 0.241978 
1.380193 -1.570796 -0.043571 
1.424538 0.000000 -0.218598 
1.498972 1.570796 0.098345 
1.382347 -3.141593 0.192448 
1.382425 -1.570796 -0.155184 
1.481708 0.000000 -0.142388 
1.448844 1.570796 0.193819 
1.380433 3.141593 0.093696 
1.383064 -1.570796 -0.237431 
1.514960 0.000000 -0.014207 
1.388751 1.570796 0.240711 
1.380606 -3.141593 -0.063235 
1.433987 -1.570796 -0.208667 
1.492842 0.000000 0.114330 
1.383340 1.570796 0.177785 
1.383327 -3.141593 -0.166011 
1.487385 -1.570796 -0.128093 
1.441608 -0.000000 0.200764 
1.380739 1.570796 0.078726 
1.385858 -3.141593 -0.238777 
1.515000 -1.570796 -0.000778 
1.386170 0.000000 0.238956 
1.380747 1.570796 -0.077058 
1.440794 -3.141593 -0.201575 
1.487992 -1.570796 0.126550 
1.383378 0.000000 0.167248 
1.383390 1.570796 -0.176333 
1.492202 -3.141593 -0.115936 
1.434916 -1.570796 0.207676 
1.380642 0.000000 0.065118 
1.388392 1.570796 -0.240469 
1.514977 -3.141593 0.012351 
1.383448 -1.570796 0.237619 
1.380496 -0.000000 -0.091598 
1.447833 1.570796 -0.194778 
1.482534 -3.141593 0.140352 
1.382589 -1.570796 0.156689 
1.382538 0.000000 -0.190254 
1.498086 1.570796 -0.100767 
1.425970 -3.141593 0.217135 
1.380250 -1.570796 0.046645 
1.392272 0.000000 -0.241976 
1.514420 1.570796 0.029884 
1.380312 -3.141593 0.235012 
1.379847 -1.570796 -0.110617 
1.457092 0.000000 -0.185669 
1.474557 1.570796 0.158806 
1.380907 -3.141593 0.142730 
1.380455 -1.570796 -0.210773 
1.506038 0.000000 -0.076442 
1.412085 1.570796 0.230298 
1.379901 -3.141593 0.014605 
1.401437 -1.570796 -0.238470 
1.511139 0.000000 0.055295 
1.379077 1.570796 0.225014 
1.379790 3.141593 -0.130910 
1.467683 -1.570796 -0.171898 
1.464326 0.000000 0.177012 
1.379591 1.570796 0.124786 
1.379005 -3.141593 -0.229682 
1.512726 -1.570796 -0.046127 
1.397548 0.000000 0.240692 
1.379970 1.570796 -0.026938 
1.417147 -3.141593 -0.225793 
1.503304 -1.570796 0.085606 
1.381240 -0.000000 0.203511 
1.381520 1.570796 -0.147784 
1.477504 -3.141593 -0.152357 
1.453797 -1.570796 0.189059 
1.380074 0.000000 0.103926 
1.381294 1.570796 -0.236287 
1.514758 -3.141593 -0.023392 
1.390653 -1.570796 0.241708 
1.380392 0.000000 -0.053776 
1.429357 1.570796 -0.213618 
1.495930 3.141593 0.106501 
1.382931 -1.570796 0.185025 
1.382938 -0.000000 -0.160452 
1.484543 1.570796 -0.135352 
1.445315 -3.141593 0.197192 
1.380618 -1.570796 0.086395 
1.384401 0.000000 -0.238116 
1.515012 1.570796 -0.007679 
1.387476 -3.141593 0.239887 
